id,trigger,conditions,script,text,options,notes
TradePanelFlavorText_KangPlanet10On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == true
$stability == 10","AddText ""The trade depot is fairly utilitarian, lacking in decorations, furniture and even most of the usual holoprojectors that are always advertising something. In their place lay many types of low tech transportation machinery, large storage units and the occasional small building etched into the wall, all illuminated by heavy duty lights."" marketFlavorTextColor

AddText ""Currently the depot is lined with civilian Charter ships, both old and new, their crew unloading supplies, hyperspace fuel and various specialized machinery as they wait for the next batch of food, organics and various basic goods to arrive so they can launch once again into space."" marketFlavorTextColor

AddText ""You see a military ship near the far end of the depot, observing the place while waiting for its own share of supplies."" marketFlavorTextColor",,,
TradePanelFlavorText_KangPlanet0Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == false
$stability == 0","AddText ""You land in a sparsely populated area and prepare your rad suit for an unpleasant trek to the city."" marketFlavorTextColor

AddText ""The few buildings here are small but well shielded and supplied, with the same considerations given to the heavy duty machinery. Most roads are simple dirt or gravel roads, the material densely compacted from years of heavy usage."" marketFlavorTextColor

AddText ""The area is overrun with people fleeing the city, there are makeshift tents everywhere and trash collects near the roads, the military is nowhere to be seen."" marketFlavorTextColor",,,
TradePanelFlavorText_KangPlanet1Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == false
$stability == 1","AddText ""You land in a sparsely populated area and prepare your rad suit for an unpleasant trek to the city."" marketFlavorTextColor

AddText ""The few buildings here are small but well shielded and supplied, with the same considerations given to the heavy duty machinery. Most roads are simple dirt or gravel roads, the material densely compacted from years of heavy usage."" marketFlavorTextColor

AddText ""The place is swamped with regugees fleeing the city, the roads have abandoned military checkpoints and there is a large amount of tents nearby."" marketFlavorTextColor",,,
TradePanelFlavorText_KangPlanet2Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == false
$stability == 2","AddText ""You land in a sparsely populated area and prepare your rad suit for an unpleasant trek to the city."" marketFlavorTextColor

AddText ""The few buildings here are small but well shielded and supplied, with the same considerations given to the heavy duty machinery. Most roads are simple dirt or gravel roads, the material densely compacted from years of heavy usage."" marketFlavorTextColor

AddText ""The roads see constant activity as people migrate from the city, the military has set up checkpoints but they are clearly understaffed."" marketFlavorTextColor",,,
TradePanelFlavorText_KangPlanet3Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == false
$stability == 3","AddText ""You land in a sparsely populated area and prepare your rad suit for an unpleasant trek to the city."" marketFlavorTextColor

AddText ""The few buildings here are small but well shielded and supplied, with the same considerations given to the heavy duty machinery. Most roads are simple dirt or gravel roads, the material densely compacted from years of heavy usage."" marketFlavorTextColor

AddText ""You see convoys of people fleeing the city and regular military patrols."" marketFlavorTextColor",,,
TradePanelFlavorText_KangPlanet4Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == false
$stability == 4","AddText ""You land in a sparsely populated area and prepare your rad suit for an unpleasant trek to the city."" marketFlavorTextColor

AddText ""The few buildings here are small but well shielded and supplied, with the same considerations given to the heavy duty machinery. Most roads are simple dirt or gravel roads, the material densely compacted from years of heavy usage."" marketFlavorTextColor

AddText ""You see convoys of people fleeing the city and the ocasional military patrol."" marketFlavorTextColor",,,
TradePanelFlavorText_KangPlanet5Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == false
$stability == 5","AddText ""You land in a sparsely populated area and prepare your rad suit for an unpleasant trek to the city."" marketFlavorTextColor

AddText ""The few buildings here are small but well shielded and supplied, with the same considerations given to the heavy duty machinery. Most roads are simple dirt or gravel roads, the material densely compacted from years of heavy usage."" marketFlavorTextColor

AddText ""You see a few makeshift tents made by people fleeing the city and the ocasional military patrol."" marketFlavorTextColor",,,
TradePanelFlavorText_KangPlanet6Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == false
$stability == 6","AddText ""You land in a sparsely populated area and prepare your rad suit for an unpleasant trek to the city."" marketFlavorTextColor

AddText ""The few buildings here are small but well shielded and supplied, with the same considerations given to the heavy duty machinery. Most roads are simple dirt or gravel roads, the material densely compacted from years of heavy usage."" marketFlavorTextColor

AddText ""The local farmers definitely know you're an outsider but continue with their business nonetheless."" marketFlavorTextColor",,,
TradePanelFlavorText_KangPlanet7Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == false
$stability == 7","AddText ""You land in a sparsely populated area and prepare your rad suit for an unpleasant trek to the city."" marketFlavorTextColor

AddText ""The few buildings here are small but well shielded and supplied, with the same considerations given to the heavy duty machinery. Most roads are simple dirt or gravel roads, the material densely compacted from years of heavy usage."" marketFlavorTextColor

AddText ""The local farmers definitely know you're an outsider but continue with their business nonetheless."" marketFlavorTextColor",,,
TradePanelFlavorText_KangPlanet8Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == false
$stability == 8","AddText ""You land in a sparsely populated area and prepare your rad suit for an unpleasant trek to the city."" marketFlavorTextColor

AddText ""The few buildings here are small but well shielded and supplied, with the same considerations given to the heavy duty machinery. Most roads are simple dirt or gravel roads, the material densely compacted from years of heavy usage."" marketFlavorTextColor

AddText ""The local farmers definitely know you're an outsider but continue with their business nonetheless."" marketFlavorTextColor",,,
TradePanelFlavorText_KangPlanet9Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == false
$stability == 9","AddText ""You land in a sparsely populated area and prepare your rad suit for an unpleasant trek to the city."" marketFlavorTextColor

AddText ""The few buildings here are small but well shielded and supplied, with the same considerations given to the heavy duty machinery. Most roads are simple dirt or gravel roads, the material densely compacted from years of heavy usage."" marketFlavorTextColor

AddText ""The local farmers definitely know you're an outsider but continue with their business nonetheless."" marketFlavorTextColor",,,
TradePanelFlavorText_KangPlanet10Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == kang_market
$player.transponderOn == false
$stability == 10","AddText ""You land in a sparsely populated area and prepare your rad suit for an unpleasant trek to the city."" marketFlavorTextColor

AddText ""The few buildings here are small but well shielded and supplied, with the same considerations given to the heavy duty machinery. Most roads are simple dirt or gravel roads, the material densely compacted from years of heavy usage."" marketFlavorTextColor

AddText ""The local farmers definitely know you're an outsider but continue with their business nonetheless."" marketFlavorTextColor",,,
# Loke
TradePanelFlavorText_LokePlanet0On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability == 0","AddText ""The spaceport on Loke is the only major structure aboveground, the surface is nothing but a desolate wasteland as far as you can see."" marketFlavorTextColor

AddText ""Your ships land on a pad that descends into a cavernous underground depot... but the pad isn't working so you are forced to leave your ships exposed, the inside is empty save for graffiti, trash and it would be quiet if it weren't for the constant blaring of alarms."" marketFlavorTextColor

AddText ""After a while a lone, disheveled customs officer approaches you. You can, somehow, still do business."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet1On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability == 1","AddText ""The spaceport on Loke is the only major structure aboveground, the surface is nothing but a desolate wasteland as far as you can see."" marketFlavorTextColor

AddText ""Your ships land on a pad that descends into a cavernous underground depot... but the pad isn't working so you are forced to leave your ships exposed, the inside is empty save for graffiti, trash and it would be quiet if it weren't for the constant blaring of alarms."" marketFlavorTextColor

AddText ""After a while a customs officer flanked by 2 guards approaches you. You can still do business."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet2On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability == 2","AddText ""The spaceport on Loke is the only major structure aboveground, the surface is nothing but a desolate wasteland as far as you can see."" marketFlavorTextColor

AddText ""Your ships land on a pad that descends into a cavernous underground depot, the pad creaking and screeching as it descends, the inside is empty save for the ocsional graffiti, trash and it would be quiet if it weren't for the constant blaring of an alarm."" marketFlavorTextColor

AddText ""After a while a customs officer flanked by several guards approaches you. You can still do business."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet3On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability == 3","AddText ""The spaceport on Loke is the only major structure aboveground, the surface is nothing but a desolate wasteland as far as you can see."" marketFlavorTextColor

AddText ""Your ships land on a pad that descends into a cavernous underground depot, the pad creaking and screeching as it descends, the inside is empty and it would be quiet if it weren't for the constant blaring of an alarm."" marketFlavorTextColor

AddText ""After a while a small batallion of guards approaches you. You can still do business."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet4On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability == 4","AddText ""The spaceport on Loke is the only major structure aboveground, the surface is nothing but a desolate wasteland as far as you can see."" marketFlavorTextColor

AddText ""Your ships land on a pad that descends into a cavernous underground depot, there's worn down heavy duty mining and transportation equipment stationed here, while the ships are a mix of well used and pristine."" marketFlavorTextColor

AddText ""The post is lively with traders exchanging basic resources for heavy equipment, you see a small group of military ships near the far end of the depot, doing random checks on travelers."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet5On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability == 5","AddText ""The spaceport on Loke is the only major structure aboveground, the surface is nothing but a desolate wasteland as far as you can see."" marketFlavorTextColor

AddText ""Your ships land on a pad that descends into a cavernous underground depot, there's worn down heavy duty mining and transportation equipment stationed here, while the ships are a mix of well used and pristine."" marketFlavorTextColor

AddText ""The post is lively with traders exchanging basic resources for heavy equipment, you see a large group of military ships near the far end of the depot, doing random checks on travelers."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet6On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability == 6","AddText ""The spaceport on Loke is the only major structure aboveground, the surface is nothing but a desolate wasteland as far as you can see."" marketFlavorTextColor

AddText ""Your ships land on a pad that descends into a cavernous underground depot, there's worn down heavy duty mining and transportation equipment stationed here, while the ships are a mix of well used and pristine."" marketFlavorTextColor

AddText ""The post is lively with traders exchanging basic resources for heavy equipment, you see a large group of military ships near the far end of the depot, doing random checks on travelers."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet7On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability == 7","AddText ""The spaceport on Loke is the only major structure aboveground, the surface is nothing but a desolate wasteland as far as you can see."" marketFlavorTextColor

AddText ""Your ships land on a pad that descends into a cavernous underground depot, there's worn down heavy duty mining and transportation equipment stationed here, while the ships are a mix of well used and pristine."" marketFlavorTextColor

AddText ""The post is lively with traders exchanging basic resources for heavy equipment, you see a group of military ships near the far end of the depot, doing random checks on travelers."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet8On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability == 8","AddText ""The spaceport on Loke is the only major structure aboveground, the surface is nothing but a desolate wasteland as far as you can see."" marketFlavorTextColor

AddText ""Your ships land on a pad that descends into a cavernous underground depot, there's worn down heavy duty mining and transportation equipment stationed here, while the ships are a mix of well used and pristine."" marketFlavorTextColor

AddText ""The post is lively with traders exchanging basic resources for heavy equipment, you see a small group of military ships near the far end of the depot, observing the place while waiting for its own share of supplies."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet9On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability == 9","AddText ""The spaceport on Loke is the only major structure aboveground, the surface is nothing but a desolate wasteland as far as you can see."" marketFlavorTextColor

AddText ""Your ships land on a pad that descends into a cavernous underground depot, there's worn down heavy duty mining and transportation equipment stationed here, while the ships are a mix of well used and pristine."" marketFlavorTextColor

AddText ""The post is lively with traders exchanging basic resources for heavy equipment, you see a military ship near the far end of the depot, observing the place while waiting for its own share of supplies."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet10On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == true
$stability == 10","AddText ""The spaceport on Loke is the only major structure aboveground, the surface is nothing but a desolate wasteland as far as you can see."" marketFlavorTextColor

AddText ""Your ships land on a pad that descends into a cavernous underground depot, there's worn down heavy duty mining and transportation equipment stationed here, while the ships are a mix of well used and pristine."" marketFlavorTextColor

AddText ""The post is lively with traders exchanging basic resources for heavy equipment."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet0Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == false
$stability == 0","AddText ""You land on a desolate part of the planet, where you have been tipped off there's an alternate entrance big enough to ferry a sizable amount of goods. Designed for and used by smugglers and other shady individuals, it certainly has seen its fair share of use."" marketFlavorTextColor

AddText ""The entrance is entirely devoid of people and equipment, you can hear alarms in the distance."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet1Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == false
$stability == 1","AddText ""You land on a desolate part of the planet, where you have been tipped off there's an alternate entrance big enough to ferry a sizable amount of goods. Designed for and used by smugglers and other shady individuals, it certainly has seen its fair share of use."" marketFlavorTextColor

AddText ""The entrance is entirely devoid of people and equipment, you can hear alarms in the distance."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet2Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == false
$stability == 2","AddText ""You land on a desolate part of the planet, where you have been tipped off there's an alternate entrance big enough to ferry a sizable amount of goods. Designed for and used by smugglers and other shady individuals, it certainly has seen its fair share of use."" marketFlavorTextColor

AddText ""The entrance is mostly devoid of people with there only being the ocasional shady individual, you can hear alarms in the distance."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet3Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == false
$stability == 3","AddText ""You land on a desolate part of the planet, where you have been tipped off there's an alternate entrance big enough to ferry a sizable amount of goods. Designed for and used by smugglers and other shady individuals, it certainly has seen its fair share of use."" marketFlavorTextColor

AddText ""The path is seeing some activity as a few determined oportunists are exploiting the current instability."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet4Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == false
$stability == 4","AddText ""You land on a desolate part of the planet, where you have been tipped off there's an alternate entrance big enough to ferry a sizable amount of goods. Designed for and used by smugglers and other shady individuals, it certainly has seen its fair share of use."" marketFlavorTextColor

AddText ""You see some excavation equipment throughout the entire journey to the nearest trade center, the path is seeing activity as oportunists are exploiting the current instability."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet5Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == false
$stability == 5","AddText ""You land on a desolate part of the planet, where you have been tipped off there's an alternate entrance big enough to ferry a sizable amount of goods. Designed for and used by smugglers and other shady individuals, it certainly has seen its fair share of use."" marketFlavorTextColor

AddText ""You see some excavation equipment throughout the entire journey to the nearest trade center, the path is seeing a lot of activity as oportunists are exploiting the current instability."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet6Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == false
$stability == 6","AddText ""You land on a desolate part of the planet, where you have been tipped off there's an alternate entrance big enough to ferry a sizable amount of goods. Designed for and used by smugglers and other shady individuals, it certainly has seen its fair share of use."" marketFlavorTextColor

AddText ""You see some excavation equipment throughout the entire journey to the nearest trade center, the path is seeing activity as a oportunists take the long trip to avoid tariffs."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet7Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == false
$stability == 7","AddText ""You land on a desolate part of the planet, where you have been tipped off there's an alternate entrance big enough to ferry a sizable amount of goods. Designed for and used by smugglers and other shady individuals, it certainly has seen its fair share of use."" marketFlavorTextColor

AddText ""You see all kinds of excavation equipment throughout the entire journey to the nearest trade center, the path is seeing some activity as a few determined oportunists take the long trip to avoid tariffs."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet8Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == false
$stability == 8","AddText ""You land on a desolate part of the planet, where you have been tipped off there's an alternate entrance big enough to ferry a sizable amount of goods. Designed for and used by smugglers and other shady individuals, it certainly has seen its fair share of use."" marketFlavorTextColor

AddText ""You see all kinds of excavation equipment throughout the entire journey to the nearest trade center, clearly the extraction of materials Is not actually finished when government mining operations stop."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet9Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == false
$stability == 9","AddText ""You land on a desolate part of the planet, where you have been tipped off there's an alternate entrance big enough to ferry a sizable amount of goods. Designed for and used by smugglers and other shady individuals, it certainly has seen its fair share of use."" marketFlavorTextColor

AddText ""You see all kinds of excavation equipment throughout the entire journey to the nearest trade center, clearly the extraction of materials Is not actually finished when government mining operations stop."" marketFlavorTextColor",,,
TradePanelFlavorText_LokePlanet10Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == loke_market
$player.transponderOn == false
$stability == 10","AddText ""You land on a desolate part of the planet, where you have been tipped off there's an alternate entrance big enough to ferry a sizable amount of goods. Designed for and used by smugglers and other shady individuals, it certainly has seen its fair share of use."" marketFlavorTextColor

AddText ""You see all kinds of excavation equipment throughout the entire journey to the nearest trade center, clearly the extraction of materials Is not actually finished when government mining operations stop."" marketFlavorTextColor",,,
# Vurmun
TradePanelFlavorText_VurmunPlanet0On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == true
$stability == 0","AddText ""The station is lined with atmo rated spacecraft designed to dive into the giant's atmosphere and return with vast amounts of filtered volatiles."" marketFlavorTextColor

AddText ""The port is empty aside from a single customs official. As you dock you notice the lack of electricity and the constant blaring of alarms"" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet1On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == true
$stability == 1","AddText ""The station is lined with atmo rated spacecraft designed to dive into the giant's atmosphere and return with vast amounts of filtered volatiles."" marketFlavorTextColor

AddText ""The port is empty aside from a few customs officials. As you dock you notice the frequent power loss and the constant blaring of an alarm"" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet2On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == true
$stability == 2","AddText ""The station is lined with atmo rated spacecraft designed to dive into the giant's atmosphere and return with vast amounts of filtered volatiles."" marketFlavorTextColor

AddText ""The port has a few trader ships fueling up while offloading supplies and machinery."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet3On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == true
$stability == 3","AddText ""The station is lined with atmo rated spacecraft designed to dive into the giant's atmosphere and return with vast amounts of filtered volatiles."" marketFlavorTextColor

AddText ""The port has a few trader ships fueling up while offloading supplies and machinery."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet4On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == true
$stability == 4","AddText ""The station is lined with atmo rated spacecraft designed to dive into the giant's atmosphere and return with vast amounts of filtered volatiles."" marketFlavorTextColor

AddText ""The port is busy with trader ships fueling up while offloading supplies and machinery, there's also a small amount of military ships refueling as they travel to and from Helm."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet5On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == true
$stability == 5","AddText ""The station is lined with atmo rated spacecraft designed to dive into the giant's atmosphere and return with vast amounts of filtered volatiles."" marketFlavorTextColor

AddText ""The port is very busy with trader ships fueling up while offloading supplies and machinery, there's also a large amount of military ships refueling as they travel to and from Helm."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet6On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == true
$stability == 6","AddText ""The station is lined with atmo rated spacecraft designed to dive into the giant's atmosphere and return with vast amounts of filtered volatiles."" marketFlavorTextColor

AddText ""The port is very busy with trader ships fueling up while offloading supplies and machinery, there's also a decent amount of military ships refueling as they travel to and from Helm."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet7On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == true
$stability == 7","AddText ""The station is lined with atmo rated spacecraft designed to dive into the giant's atmosphere and return with vast amounts of filtered volatiles."" marketFlavorTextColor

AddText ""The port is very busy with trader ships fueling up while offloading supplies and machinery, there's also a small amount of military ships refueling as they travel to and from Helm."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet8On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == true
$stability == 8","AddText ""The station is lined with atmo rated spacecraft designed to dive into the giant's atmosphere and return with vast amounts of filtered volatiles."" marketFlavorTextColor

AddText ""The port is very busy with trader ships fueling up while offloading supplies and machinery, as you pass by you see a small exploration fleet preparing for interstellar travel."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet9On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == true
$stability == 9","AddText ""The station is lined with atmo rated spacecraft designed to dive into the giant's atmosphere and return with vast amounts of filtered volatiles."" marketFlavorTextColor

AddText ""The port is very busy with trader ships fueling up while offloading supplies and machinery, as you pass by you see an exploration fleet preparing for interstellar travel."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet10On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == true
$stability == 10","AddText ""The station is lined with atmo rated spacecraft designed to dive into the giant's atmosphere and return with vast amounts of filtered volatiles."" marketFlavorTextColor

AddText ""The port is very busy with trader ships fueling up while offloading supplies and machinery, as you pass by you see a large exploration fleet preparing for interstellar travel."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet0Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == false
$stability == 0","AddText ""You leave your fleet a good distance away from the station and take a shuttle to an unused side entrance."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet1Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == false
$stability == 1","AddText ""You leave your fleet a good distance away from the station and take a shuttle to an unused side entrance."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet2Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == false
$stability == 2","AddText ""You leave your fleet a good distance away from the station and take a shuttle to an unused side entrance."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet3Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == false
$stability == 3","AddText ""You leave your fleet a good distance away from the station and take a shuttle to an unused side entrance."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet4Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == false
$stability == 4","AddText ""You leave your fleet a good distance away from the station and take a shuttle to an unused side entrance."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet5Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == false
$stability == 5","AddText ""You leave your fleet a good distance away from the station and take a shuttle to an unused side entrance."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet6Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == false
$stability == 6","AddText ""You leave your fleet a good distance away from the station and take a shuttle to an unused side entrance."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet7Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == false
$stability == 7","AddText ""You leave your fleet a good distance away from the station and take a shuttle to an unused side entrance."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet8Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == false
$stability == 8","AddText ""You leave your fleet a good distance away from the station and take a shuttle to an unused side entrance."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet9Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == false
$stability == 9","AddText ""You leave your fleet a good distance away from the station and take a shuttle to an unused side entrance."" marketFlavorTextColor",,,
TradePanelFlavorText_VurmunPlanet10Off,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == vurmun_market
$player.transponderOn == false
$stability == 10","AddText ""You leave your fleet a good distance away from the station and take a shuttle to an unused side entrance."" marketFlavorTextColor",,,
# Helm
TradePanelFlavorText_HelmPlanet0On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == true
$stability == 0","AddText ""You signal the bases' port Authority but get no response, you decide to land anyway."" marketFlavorTextColor

AddText ""The base is decrepid and non functional, the only person you see is a disheveled customs officer willing to trade with you."" marketFlavorTextColor",,,
TradePanelFlavorText_HelmPlanet1On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == true
$stability == 1","AddText ""You signal the bases' port Authority but get no response, you decide to land anyway."" marketFlavorTextColor

AddText ""The base is decrepid and non functional, the only people you see is a disheveled customs flanked by two guards."" marketFlavorTextColor",,,
TradePanelFlavorText_HelmPlanet2On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == true
$stability == 2","AddText ""You signal the bases' port Authority but get no response, you decide to land anyway."" marketFlavorTextColor

AddText ""The base is decrepid and non functional, the only people you see is a small batallion of guards willing to trade with you."" marketFlavorTextColor",,,
TradePanelFlavorText_HelmPlanet3On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == true
$stability == 3","AddText ""The bases' port Authority gives you permission to land, though you sense they aren't particularly thrilled about you being here."" marketFlavorTextColor

AddText ""There are a few military ships transporting soldiers, heavy weapons and supplies to the site."" marketFlavorTextColor",,,
TradePanelFlavorText_HelmPlanet4On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == true
$stability == 4","AddText ""The bases' port Authority gives you permission to land, though you sense they aren't particularly thrilled about you being here."" marketFlavorTextColor

AddText ""There are military ships transporting soldiers, heavy weapons and supplies on and off site."" marketFlavorTextColor",,,
TradePanelFlavorText_HelmPlanet5On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == true
$stability == 5","AddText ""The bases' port Authority gives you permission to land, though you sense they aren't particularly thrilled about you being here."" marketFlavorTextColor

AddText ""There are several military ships and a few civilian ones transporting soldiers and heavy weapons off site."" marketFlavorTextColor",,,
TradePanelFlavorText_HelmPlanet6On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == true
$stability == 6","AddText ""The bases' port Authority gives you permission to land, and you do so without issue."" marketFlavorTextColor

AddText ""There are a large amount of military ships and a few civilian ones transporting soldiers and heavy weapons off site."" marketFlavorTextColor",,,
TradePanelFlavorText_HelmPlanet7On,TradePanelFlavorText,"$faction.id == kangcharter
$market.id == helm_market
$player.transponderOn == true
$stability == 7","AddText ""The bases' port Authority gives you permission to land, and you do so without issue."" marketFlavorTextColor

AddText ""There is a miux of civilian and military ships transporting soldiers and heavy weapons off site."" marketFlavorTextColor",,,
